index,Filer_499_ID,LastFiling,USF_Contributor_1,Legal_Name_of_Carrier,Doing_Business_As,Principal_Comm_Type_1,Holding_Company,CORESID,Management_Company,HQ_Address1,HQ_Address2,HQ_Address3,HQ_City,HQ_State,HQ_Zip_Code,Customer_Inquiries_Address1,Customer_Inquiries_Address2,Customer_Inquiries_Address3,Customer_Inquiries_City,Customer_Inquiries_State,Customer_Inquiries_Zip_Code,Customer_Inquiries_Telephone,Customer_Inquiries_Ext,Other_Trade_Name1,Other_Trade_Name2,Other_Trade_Name3,Other_Trade_Name4,Other_Trade_Name5,Other_Trade_Name6,Other_Trade_Name7,Other_Trade_Name8,Other_Trade_Name9,Other_Trade_Name10,Other_Trade_Name11,Other_Trade_Name12,Other_Trade_Name13,DC_Agent1,DC_Agent2,DC_Agent_Telephone,DC_Agent_Ext,DC_Agent_Fax,DC_Agent_EMail,DC_Agent_Address1,DC_Agent_Address2,DC_Agent_Address3,DC_Agent_City,DC_Agent_State,DC_Agent_Zip,Alternate_Agent1,Alternate_Agent2,Alternate_Agent_Telephone,Alternate_Agent_Ext,Alternate_Agent_Fax,Alternate_Agent_EMail,Alternate_Agent_Address1,Alternate_Agent_Address2,Alternate_Agent_Address3,Alternate_Agent_City,Alternate_Agent_State,Alternate_Agent_Zip_Code,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District_of_Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Johnston_Atoll,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Midway_Atoll,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,US_Virgin_Islands,Vermont,Virginia,Wake_Island,Washington,West_Virginia,Wisconsin,Wyoming,note1,note2,note3
11760,830158,4/1/2019,No,Multiple Investors,GoCode Telecom,Interconnected Voip,,0023410368,,5484 Hondo Lane,,,Eagle,ID,83616,5484 Hondo Lane,,,Eagle,ID,83616,(208) 850-6324,,,,,,,,,,,,,,,Van Tracy,Corporation Service Company,(202) 371-8090,,(202) 371-1945,info@cscglobal.com,1090 Vermont Ave NW,,,Washington,DC,20005,Mark Lammert,Compliance Solutions Inc.,(407) 260-1011,,,mark@csilongwood.com,242 Rangeline Road,,,Longwood,FL,32750,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11762,830160,4/1/2019,No,A2Z Pro Solutions,A2Z Pro Solutions,Interconnected Voip,,0023346208,,PO Box 63292,,,Colorado Springs,CO,80962,PO Box 63292,,,Colorado Springs,CO,80962,(719) 602-4100,1,A2z Pro Solutions,,,,,,,,,,,,,,Northwest Registered Agent Service Inc,(509) 768-2249,,(866) 543-4731,info@northwestregisteredagent.com,1150 Connecticut Avenue Northwest,No 900,,Washington,DC,20036,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11764,830162,4/1/2019,Yes,"Eze Castle Integration, Inc.","Eze Castle Integration, Inc.",Interconnected Voip,,0023373376,,100 High Street,16th Floor,,Boston,MA,02110,100 High Street,16th Floor,,Boston,MA,02110,(800) 752-1382,,,,,,,,,,,,,,,,CT Corporation,(202) 572-3111,,(202) 572-9633,none@usac.org,1015 15th Street N.W.,Suite 1000,,Washington,DC,20005,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11766,830164,4/1/2019,Yes,"Northland Communications, Inc.","Northland Communications, Inc.",CAP/CLEC,CLEAR LAKE INDEPENDENT TELEPHONE CO,0004336871,,107 N 4th St,PO Box 66,,Clear Lake,IA,50428,107 N 4th St,PO Box 66,,Clear Lake,IA,50428,(641) 357-2111,,"Northland Communications, Inc.",CLTel,"SkyBlue Solutions, LLC",,,,,,,,,,,Benjamin Dickens Jr,"Blooston, Mordofsky, Dickens, Duffy,& Pendergrast,",(202) 659-0830,,(202) 828-5568,bhd@bloostonlaw.com,2120 L Street NW,Suite 300,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11770,830168,4/1/2019,Yes,"Sound Internet Services, Inc",PogoZone Internet Services,Interconnected Voip,,0018392704,,114 W Magnolia St,Ste 400-147,,Bellingham,WA,98225,PO Box 974,,,Lynden,WA,98264,(360) 676-8772,,PogoZone Internet Services,PogoZone Internet Solutions,,,,,,,,,,,,Van Tracy,Corporation Service Company,(202) 371-8090,,(202) 371-1945,info@cscglobal.com,1090 Vermont Ave NW,,,Washington,DC,20005,Mark Lammert,Compliance Solutions Inc,(407) 260-1011,,,mark@csilongwood.com,242 Rangeline Road,,,Longwood,FL,32750,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
11771,830169,4/1/2019,No,"TekScape IT, LLC","TekScape IT, LLC",Interconnected Voip,,0023239353,,131 W 35th St.,5th Floor,,New York,NY,10001,131 W 35th St.,5th Floor,,New York,NY,10001,(855) 835-7227,,,,,,,,,,,,,,,Joe Solana,General Solutions Associates,(866) 766-3591,7018,(678) 999-4928,compliance@gsaudits.com,1025 Vermont Avenue Northwest,No 1130,,Washington,DC,20005,,,(000) 000-0000,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11772,830170,4/1/2019,Yes,"Alliant Technologies, LLC","Alliant Technologies, LLC",Interconnected Voip,,0023440670,,360 Mount Kemble Ave.,,,Morristown,NJ,07960,360 Mount Kemble Ave.,,,Morristown,NJ,07960,(973) 775-4107,,,,,,,,,,,,,,,Joe Solana,"Global Strategic Accountants, LLC",(866) 766-3591,7018,(678) 329-3329,compliance@gsaudits.com,1025 Vermont Avenue Northwest,Suite 1130,,Washington,DC,20005,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
11773,830171,4/1/2019,Yes,IPitimi,IPitimi,Interconnected Voip,,0023434608,,8156 S Wadsworth Blvd,Ste E354,,Littleton,CO,80128,8156 South Wadsworth Boulevard,Suite E-354,,Littleton,CO,80128,(855) 474-8464,,TeligentIP,,,,,,,,,,,,,Van Tracy,Corporation Service Company,(202) 371-8090,,(202) 371-1945,info@cscglobal.com,1090 Vermont Avenue NW,,,Washington,DC,20005,Mark Lammert,"Compliance Solutions, Inc.",(407) 260-1011,,,mark@csilongwood.com,242 Rangeline Road,,,Longwood,FL,32750,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,
11776,830174,4/2/2018,No,Teledigicom Corporation,Teledigicom Corporation,Interconnected Voip,,0023413826,,7500 Rialto Blvd,Ste 1-250,,Austin,TX,78735-8556,7500 Rialto Blvd,Ste 1-250,,Austin,TX,78735-8556,(512) 271-5637,,,,,,,,,,,,,,,,"The Commpliance Group, Inc",(877) 435-3461,,(978) 709-6077,mail@commpliancegroup.com,1776 I Street Northwest,No 900,,Washington,DC,20006,Mark Foster,FosterLaw,(512) 708-8700,,,mark@mfosterlaw.com,707 West Tenth Street,,,Austin,TX,78701,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11777,830175,4/3/2017,No,FutureDigital360.com LLC,FutureDigital360,Private Service Provider,,0023444938,,9420 E Doubletree Ranch Road,Suite 108,,SCOTTSDALE,AZ,85258,9420 E Doubletree Ranch Road,Suite 108,,SCOTTSDALE,AZ,85258,(480) 809-6328,521,,,,,,,,,,,,,,,,,,,,,,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
11781,830179,4/1/2019,No,Johnson County Fiber Network LLC,Johnson County Fiber Network,CAP/CLEC,CENTRAL INDIANA COMMUNICATIONS INC,0023422199,,2243 East Main Street,,,Greenfield,IN,46140,2243 East Main Street,,,Greenfield,IN,46140,(317) 326-3131,,JCFIBER,,,,,,,,,,,,,Carrisa Bennet,Womble Bond Dickinson (US) LLP,(202) 857-4519,,(202) 261-0079,carri.bennet@wbd-us.com,"1200 Nineteenth Street, NW",Suite 500,,Washington,DC,20036,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11788,830187,4/1/2019,Yes,"Telcom Systems, LLC","Telcom Systems, LLC",Interconnected Voip,,0023493851,,808 Newtown Road,,,Virginia Beach,VA,23462,"1400 Kempsville Road, #110",PO Box 204,,Chesapeake,VA,23320,(757) 216-6800,1,,,,,,,,,,,,,,John Mitchell Jr,Williams Mullen,(202) 293-8117,,(202) 293-5939,jmitchell@williamsmullen.com,1666 K Street NW,Suite 1200,,Washington,DC,20006,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11790,830189,4/1/2019,Yes,"ITS Fiber, LLC","ITS Fiber, LLC",CAP/CLEC,"Postco, Inc.",0022953814,,PO Box 397,,,Indiantown,FL,34956,PO Box 397,,,Indiantown,FL,34956,(772) 597-7001,,ITS Fiber,,,,,,,,,,,,,,Registered Agents Inc,(202) 403-0699,,(323) 544-4790,info@registeredagentsinc.com,1717 N Street NW,Suite 1,,Washington,DC,20036,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11793,830192,4/1/2019,No,"Wired or Wireless, Inc","Wired or Wireless, Inc",Interconnected Voip,,0015592397,,17813 E Appleway Ave,,,Spokane Valley,WA,99016,17813 E Appleway Ave,,,Spokane Valley,WA,99016,(866) 969-8351,,"Wired or Wireless, Inc",,,,,,,,,,,,,,National Registered Agent SVC,(509) 768-2249,,(323) 544-4790,info@northwestregisteredagent.com,"1150 Connecticut Ave, NW STE 900",,,Washington,DC,20090,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
11795,830194,4/1/2019,Yes,Patriot Mobile LLC,Patriot Mobile LLC,Cellular/PCS/SMR,,0023353261,,3341 Regent Blvd,Suite 130-352,,Irving,TX,75063,3341 Regent Blvd,Suite 130-352,,Irving,TX,75063,(844) 436-7235,,,,,,,,,,,,,,,Joe Solana,"Global Strategic Accountants,LLC.",(866) 766-3591,,(678) 329-3329,compliance@gsaudits.com,1025 Vermont Ave. NW,Ste. 1130,,Washington,DC,20005,,,,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,
11800,830199,4/1/2014,No,Adalex Enterprise,Adalex Enterprise,Interconnected Voip,,0023479868,,71 Suttons Lane,,,Piscataway Township,NJ,08854,141 West Ethel Road,,,Piscataway Township,NJ,08854,(732) 416-3988,,,,,,,,,,,,,,,Anthony Parisella,Adalex,(732) 416-3988,,(732) 393-0004,tparisella@adalex.net,Northeast Washington,,,Washington,DC,20017,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11803,830202,4/1/2019,No,"CableSouth Media III, LLC",Media3,Interconnected Voip,,0018269993,,PO Box 620,,,Milan,TN,38358,PO Box 620,,,Milan,TN,38358,(866) 257-2044,,Media 3,,,,,,,,,,,,,Paul Hudson,Davis Wright Tremaine LLP,(202) 973-4275,,(202) 973-4475,paulhudson@dwt.com,1919 Pennsylvania Ave NW,Suite 800,,Washington,DC,20006,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11805,830204,4/1/2019,Yes,"Succeed, Inc.",Succeed. Net,Interconnected Voip,,0016230526,,970 Reserve Drive,Suite 160,,Roseville,CA,95678,970 Reserve Drive,Suite 160,,Roseville,CA,95678,(530) 674-4200,,,,,,,,,,,,,,,Kris Twomey,LOKT,(202) 681-1850,,(323) 517-9175,kris@lokt.net,1725 I Street Northwest,No 300,,Washington,DC,20006,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11807,830206,4/1/2019,Yes,"BCM Altus, Inc.",,Interconnected Voip,,0023252430,,109 Westpark Drive,Suite 240,,Brentwood,TN,37027,109 Westpark Drive,Suite 240,,Brentwood,TN,37027,(615) 874-6001,,,,,,,,,,,,,,,Yonda Divan,National Registered Angents,(800) 550-6724,,(913) 851-0713,xdivan@nrai.com,1015 15th Street Northwest,,,Washington,DC,20005,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
11813,830213,4/1/2019,Yes,VanillaSoft Corp,VanillaSoft Corp,Interconnected Voip,"VanillaSoft, Inc",0023462062,,490 St Joseph Blvd,Suite 402,"Gatineau, QC J8Y3Y7",,,,490 St Joseph Blvd,Suite 402,Gatineau QC J8Y 3Y7,Canada,,,(866) 763-8826,,,,,,,,,,,,,,,Jonathan Marashlian,"The Commpliance Group, Inc.",(877) 435-3461,,(703) 563-6222,mail@commpliancegroup.com,"1300 I Street, NW",SUITE 400E,,Washington,DC,20005,Jonathan Marashlian,"Marashlian & Donahue, PLLC",(703) 714-1300,,,mail@commlawgroup.com,1420 Spring Hill Road,Suite 401,,McLean,VA,22102,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
11814,830214,4/1/2019,No,"VanillaSoft, Inc","VanillaSoft, Inc",Interconnected Voip,VANILLASOFT CORP,0023462179,,5600 Tennyson Pkwy,Suite 365,,Plano,TX,75024,5600 Tennyson Pkwy,Suite 365,,Plano,TX,75024,(866) 763-8826,,,,,,,,,,,,,,,Jonathan Marashlian,"The Commpliance Group, Inc.",(877) 435-3461,,(703) 563-6222,mail@commpliancegroup.com,"1300 I Street, NW",SUITE 400E,,Washington,DC,20005,Jonathan Marashlian,"Marashlian & Donahue, PLLC",(703) 714-1300,,,mail@commlawgroup.com,1420 Spring Hill Road,Suite 401,,McLean,VA,22102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11816,830216,4/1/2019,Yes,"WOW Business Services, LLC",WOW Business,CAP/CLEC,"WideOpenWest Finance, LLC",0023416761,"WideOpenWest Finance, LLC",1241 O.G. Skinner Drive,,,West Point,GA,31833,1241 O.G. Skinner Drive,,,West Point,GA,31833,(706) 643-1600,,,,,,,,,,,,,,,,Corporation Guarantee and Trust Company,(800) 563-6131,,(215) 633-8160,info@cgtco.com,"1150 Connecticut Avenue, NW",Suite 900,,Washington,DC,20036,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
11820,830220,4/1/2019,No,IRU Networks,IRU Networks,Private Service Provider,,0023491913,,3030 NW Expressway,Suite 200-328,,Oklahoma City,OK,73112,3030 NW Expressway,Suite 200-328,,Oklahoma City,OK,73112,(888) 250-2111,,IRU Networks,,,,,,,,,,,,,,Incorp Services Inc,(800) 246-2677,,(702) 866-2689,document@incorp.com,1090 Vermont Ave. NW,Suite 910,,Washington,DC,20005,Susan Cockerham,FAS Tek Corporate Services,(678) 672-2837,,,scockerham@fastekteam.com,1725 Windward Concourse,Suite 150,,Alpharetta,GA,30005,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
